X,Y,FID,datetime,siteid,tc_cfu,ec_cfu,tc_mpn,ec_mpn,p_ecc_cfu,fs_cfu,temp,ph,cond,do,dopc,phosphate_,salinity,clost_perf,ammonium_n,turb,ammonium_1,nitrite,nitrate,fcoliforms,salmonella,bod,cod,sussolids,id,sitename,river,total_coli,total_ecol,tc_cfu_log,ec_cfu_log
-292611.743912547,6698558.06957563,1,2013-09-12 10:18:00+01:00,r4,0,0,0,0,0,0,13.7,3.95,1398.0,8.13,64.4,0.1,0.71,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9384,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,2,2013-09-12 11:51:00+01:00,r8,0,0,0,0,0,0,13.5,7.76,732.0,8.35,66.0,0.4,0.36,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9386,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,3,2013-10-14 11:15:00+01:00,r8,0,0,0,0,0,0,11.4,8.29,581.0,9.73,89.2,0.2,0.28,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9390,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-283531.51717867,6702054.50822042,4,2013-10-14 11:40:00+01:00,r17,0,0,0,0,0,0,12.9,8.24,699.0,7.56,71.8,0.3,0.34,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9392,St Anne's Ferry,River Avon,0,0,-2.8830672004819307,-0.6630199192500617
-293739.717387744,6708986.08617117,5,2013-10-14 13:00:00+01:00,r3,20100,0,0,0,0,0,11.6,8.42,597.0,9.86,90.9,0.1,0.29,0,0.0,0.0,0.0,0.0,0.0,6200,0,0,0,0,9394,Coombe Dingle,Trym,20100,0,0.561098591714061,-0.6630199192500617
-292611.743912547,6698558.06957563,6,2013-11-14 09:33:00+00:00,r4,0,0,0,0,0,0,9.7,7.67,760.0,0.0,0.0,0.03,0.37,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9395,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-293739.717387744,6708986.08617117,7,2013-11-14 11:47:00+00:00,r3,8000,0,0,0,0,0,10.2,7.94,858.0,0.0,0.0,0.1,0.42,0,0.0,0.0,0.0,0.0,0.0,2000,0,0,0,0,9401,Coombe Dingle,Trym,8000,0,0.24089189922726695,-0.6630199192500617
-292611.743912547,6698558.06957563,8,2014-01-15 10:15:00+00:00,r4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9409,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-292611.743912547,6698558.06957563,9,2014-02-11 09:55:00+00:00,r4,0,0,0,0,0,0,7.3,7.99,633.0,11.11,92.4,0.03,0.31,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9416,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-292611.743912547,6698558.06957563,10,2014-03-19 10:00:00+00:00,r4,0,0,0,0,0,0,8.9,7.32,1043.0,0.16,1.4,0.03,0.52,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9423,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-289038.548901351,6699277.00705367,11,2014-03-19 10:20:00+00:00,r7a,0,0,0,0,0,0,9.4,7.56,1036.0,10.03,88.0,0.1,0.52,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9424,Cotswold Road,Malago,0,0,-2.8830672004819307,-0.6630199192500617
-289038.548901351,6699277.00705367,12,2014-04-16 11:18:00+01:00,r7a,0,0,0,0,0,0,9.0,8.42,950.0,0.0,0.0,0.09,0.47,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9431,Cotswold Road,Malago,0,0,-2.8830672004819307,-0.6630199192500617
-291161.311615505,6695884.74137985,13,2014-05-15 12:12:00+01:00,r6,201000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16000,0,0,0,0,9438,Manor Woods,Malago,201000,0,1.3614529051526414,-0.6630199192500617
-289038.548901351,6699277.00705367,14,2014-05-15 10:50:00+01:00,r7a,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9442,Cotswold Road,Malago,0,0,-2.8830672004819307,-0.6630199192500617
-289397.383291871,6710253.50283951,15,2014-05-19 12:01:00+01:00,r2,201000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,9446,Trowbridge Road,Trym,201000,0,1.3614529051526414,-0.6630199192500617
-283014.090955939,6707767.99615392,16,2014-05-19 12:35:00+01:00,r14,2010,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,110,0,0,0,0,9449,Snuff Mills,Frome,2010,0,-0.23911568778340225,-0.6630199192500617
-286809.394434124,6704598.86286139,17,2014-05-19 12:52:00+01:00,r15,24000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11000,0,0,0,0,9451,Mina Park,Horfield Brook,24000,0,0.6227364152540061,-0.6630199192500617
-290357.993490483,6709588.91754961,18,2014-06-25 11:15:00+01:00,r2a,36000,0,0,0,0,0,16.3,7.99,794.0,4.81,49.1,0.0,0.39,0,0.0,0.0,0.0,0.0,0.0,3200,0,0,0,0,9460,Badock's Wood,Trym,36000,0,0.7636697270514895,-0.6630199192500617
-289727.559980551,6695816.79270732,19,2014-07-11 10:55:00+01:00,r5,2000,0,0,0,0,0,16.7,7.89,700.0,3.85,39.6,0.0,0.34,0,0.0,0.0,0.0,0.0,0.0,1300,0,0,0,0,9467,Crox Bottom,Pigeonhouse Stream,2000,0,-0.24084847412890828,-0.6630199192500617
-283014.090955939,6707767.99615392,20,2014-07-14 12:50:00+01:00,r14,2000,0,0,0,0,0,16.1,8.34,750.0,9.22,93.9,0.0,0.37,0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,9482,Snuff Mills,Frome,2000,0,-0.24084847412890828,-0.6630199192500617
-286809.394434124,6704598.86286139,21,2014-07-14 12:32:00+01:00,r15,31000,0,0,0,0,0,14.5,8.12,941.0,9.3,91.5,0.0,0.47,0,0.0,0.0,0.0,0.0,0.0,5000,0,0,0,0,9484,Mina Park,Horfield Brook,31000,0,0.7116946186767569,-0.6630199192500617
-286809.394434124,6704598.86286139,22,2014-08-26 11:11:00+01:00,r15,201000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,201000,0,0,0,0,9502,Mina Park,Horfield Brook,201000,0,1.3614529051526414,-0.6630199192500617
-284635.239559778,6706106.60661803,23,2014-08-26 12:00:00+01:00,r13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9503,Eastville Park Lake,Frome,0,0,-2.8830672004819307,-0.6630199192500617
-283539.24871601,6703423.75405929,24,2014-10-01 17:00:00+01:00,r11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9538,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-283539.24871601,6703423.75405929,25,2014-10-01 17:04:00+01:00,r11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9539,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-283539.24871601,6703423.75405929,26,2014-10-02 09:50:00+01:00,r11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,35.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9541,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-283539.24871601,6703423.75405929,27,2014-10-07 17:30:00+01:00,r11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9547,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-283539.24871601,6703423.75405929,28,2014-10-15 17:05:00+01:00,r11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9556,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,29,2014-10-16 11:59:00+01:00,r8,0,0,0,0,0,0,13.0,7.94,538.0,10.49,99.4,0.1,0.26,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9563,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,30,2014-12-18 11:05:00+00:00,r8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9577,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-283531.578287656,6699580.08417292,31,2015-01-20 11:01:00+00:00,r9,8000,0,0,0,0,0,5.7,8.12,667.0,13.9,111.1,0.1,0.33,0,0.0,0.0,0.0,0.0,0.0,1450,0,0,0,0,9585,Allison Road,Brislington Brook,8000,0,0.24089189922726695,-0.6630199192500617
-287282.372991888,6703047.90181443,32,2015-01-20 11:33:00+00:00,r14a,0,0,0,0,0,0,5.1,8.12,657.0,13.85,109.0,0.08,0.32,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9587,Wade Street,Frome,0,0,-2.8830672004819307,-0.6630199192500617
-283531.578287656,6699580.08417292,33,2015-02-24 10:24:00+00:00,r9,41000,0,0,0,0,0,6.9,8.04,576.0,15.96,131.3,0.07,0.28,0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,9592,Allison Road,Brislington Brook,41000,0,0.8088745255059602,-0.6630199192500617
-289404.082646524,6698090.88788672,34,2015-05-18 12:15:00+01:00,r7b,33000,0,0,0,0,0,12.4,7.88,342.3,8.03,75.3,0.0,0.16,0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,9612,Brixham Road,Malago,33000,0,0.7334257789623242,-0.6630199192500617
-283531.578287656,6699580.08417292,35,2015-05-18 13:10:00+01:00,r9,195000,0,0,0,0,0,12.7,8.18,234.5,10.17,96.0,0.12,0.11,0,0.0,0.0,0.0,0.0,0.0,38000,0,0,0,0,9613,Allison Road,Brislington Brook,195000,0,1.350918933399805,-0.6630199192500617
-283531.51717867,6702054.50822042,36,2015-05-19 13:20:00+01:00,r17,0,0,0,0,0,0,13.9,8.02,725.0,9.12,88.5,0.17,0.36,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9617,St Anne's Ferry,River Avon,0,0,-2.8830672004819307,-0.6630199192500617
-293739.717387744,6708986.08617117,37,2015-07-22 11:05:00+01:00,r3,24000,0,0,0,0,0,14.9,8.13,820.0,9.27,92.0,0.3,0.4,0,0.0,0.0,0.0,0.0,0.0,12000,0,0,0,0,9653,Coombe Dingle,Trym,24000,0,0.6227364152540061,-0.6630199192500617
-283539.24871601,6703423.75405929,38,2015-07-16 12:54:00+01:00,r11,0,0,0,0,0,0,19.2,8.13,448.9,3.67,39.8,0.0,0.22,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9658,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-289397.383291871,6710253.50283951,39,2015-08-10 11:28:00+01:00,r2,242000,0,0,0,0,0,16.7,8.46,507.0,4.79,49.4,0.23,0.25,0,0.0,0.0,0.0,0.0,0.0,54800,0,0,0,0,9665,Trowbridge Road,Trym,242000,0,1.4259778782453327,-0.6630199192500617
-293739.717387744,6708986.08617117,40,2015-08-10 10:42:00+01:00,r3,5300,0,0,0,0,0,15.0,8.07,871.0,9.64,95.8,0.34,0.43,0,0.0,0.0,0.0,0.0,0.0,1300,0,0,0,0,9666,Coombe Dingle,Trym,5300,0,0.09779659727498168,-0.6630199192500617
-291161.311615505,6695884.74137985,41,2015-08-11 11:40:00+01:00,r6,21400,0,0,0,0,21400,17.1,8.3,539.0,8.2,85.1,0.0,0.26,0,0.0,0.0,0.0,0.0,0.0,2600,2600,0,0,0,9675,Manor Woods,Malago,21400,0,0.5828817811851643,-0.6630199192500617
-291161.311615505,6695884.74137985,42,2015-09-14 11:59:00+01:00,r6,285000,0,0,0,0,0,15.4,7.98,344.7,9.02,90.4,0.0,0.17,0,0.0,0.0,0.0,0.0,0.0,35900,35900,0,0,0,9683,Manor Woods,Malago,285000,0,1.4828275289342348,-0.6630199192500617
-283014.090955939,6707767.99615392,43,2015-09-15 12:45:00+01:00,r14,127000,0,0,0,0,0,13.2,8.48,379.8,10.5,100.2,0.0,0.18,0,0.0,0.0,0.0,0.0,0.0,20300,6300,0,0,0,9697,Snuff Mills,Frome,127000,0,1.201866292974484,-0.6630199192500617
-283531.578287656,6699580.08417292,44,2015-10-12 13:00:00+01:00,r9,3100,0,0,0,0,0,10.1,7.87,769.0,10.22,90.9,0.0,0.38,0,0.0,0.0,0.0,0.0,0.0,400,0,0,0,0,9705,Allison Road,Brislington Brook,3100,0,-0.088574361214327,-0.6630199192500617
-287282.372991888,6703047.90181443,45,2016-01-11 11:55:00+00:00,r14a,0,0,0,0,0,0,8.1,7.97,556.0,10.83,91.9,0.14,0.27,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9728,Wade Street,Frome,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,46,2016-02-15 11:04:00+00:00,r8,0,0,0,0,0,0,6.3,8.24,678.0,11.3,6.3,0.08,0.33,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9732,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,47,2016-03-17 09:47:00+00:00,r8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9739,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-293739.717387744,6708986.08617117,48,2016-03-17 12:08:00+00:00,r3,135,0,0,0,0,0,9.1,8.23,895.0,9.83,85.5,0.09,0.44,0,0.0,0.0,0.0,0.0,0.0,86,0,0,0,0,9743,Coombe Dingle,Trym,135,0,-1.1754469267667005,-0.6630199192500617
-283531.51717867,6702054.50822042,49,2016-05-25 13:07:00+01:00,r17,0,0,0,0,0,0,14.6,8.42,692.0,9.48,93.4,0.17,0.34,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9758,St Anne's Ferry,River Avon,0,0,-2.8830672004819307,-0.6630199192500617
-289404.082646524,6698090.88788672,50,2016-07-18 10:37:00+01:00,r7b,19200,0,0,0,0,0,15.6,8.02,1002.0,4.39,44.2,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,2100,0,0,0,0,9795,Brixham Road,Malago,19200,0,0.5451761806847414,-0.6630199192500617
-283531.578287656,6699580.08417292,51,2016-07-18 11:46:00+01:00,r9,179000,0,0,0,0,0,17.3,8.28,702.0,4.39,45.7,0.86,0.34,0,0.0,0.0,0.0,0.0,0.0,42000,0,0,0,0,9796,Allison Road,Brislington Brook,179000,0,1.3211600758142101,-0.6630199192500617
-283539.24871601,6703423.75405929,52,2016-07-18 12:19:00+01:00,r11,0,0,0,0,0,0,17.4,8.14,414.7,8.3,86.6,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9801,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-284635.239559778,6706106.60661803,53,2016-07-19 11:29:00+01:00,r13,0,0,0,0,0,0,22.5,8.49,606.0,4.98,57.5,0.0,0.29,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9811,Eastville Park Lake,Frome,0,0,-2.8830672004819307,-0.6630199192500617
-284635.239559778,6706106.60661803,54,2016-07-19 11:31:00+01:00,r13,0,0,0,0,0,55400,22.7,8.53,595.0,8.79,102.0,0.0,0.29,0,0.0,0.0,0.0,0.0,0.0,0,211,0,0,0,9812,Eastville Park Lake,Frome,0,0,-2.8830672004819307,-0.6630199192500617
-284635.239559778,6706106.60661803,55,2016-07-19 11:34:00+01:00,r13,0,0,0,0,0,155000,23.5,8.54,597.0,7.92,93.3,0.0,0.29,0,0.0,0.0,0.0,0.0,0.0,0,14000,0,0,0,9813,Eastville Park Lake,Frome,0,0,-2.8830672004819307,-0.6630199192500617
-283531.51717867,6702054.50822042,57,2016-08-16 12:02:00+01:00,r17,0,0,0,0,0,0,18.3,8.38,719.0,7.74,82.4,0.31,0.35,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9821,St Anne's Ferry,River Avon,0,0,-2.8830672004819307,-0.6630199192500617
-283014.090955939,6707767.99615392,58,2016-08-18 11:40:00+01:00,r14,1850,0,0,0,0,0,15.9,8.59,820.0,8.59,87.1,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,160,0,0,0,0,9829,Snuff Mills,Frome,1850,0,-0.26793352692177386,-0.6630199192500617
-283531.578287656,6699580.08417292,59,2016-09-13 11:53:00+01:00,r9,56000,0,0,0,0,0,16.0,8.26,753.0,8.64,87.7,0.0,0.37,0,0.0,0.0,0.0,0.0,0.0,22000,0,0,2310,0,9838,Allison Road,Brislington Brook,56000,0,0.9172456737932204,-0.6630199192500617
-292540.179232761,6711424.00355351,60,2016-09-15 10:58:00+01:00,r3a,11700,0,0,0,0,0,15.5,8.41,796.0,5.12,51.5,0.0,0.39,0,0.0,0.0,0.0,0.0,0.0,2310,0,0,0,0,9849,Crow Lane,Hazel Brook,11700,0,0.3730159251981536,-0.6630199192500617
-283014.090955939,6707767.99615392,61,2016-09-15 11:58:00+01:00,r14,402,0,0,0,0,0,16.0,8.5,609.0,9.33,94.7,0.0,0.3,0,0.0,0.0,0.0,0.0,0.0,275,0,0,0,0,9850,Snuff Mills,Frome,402,0,-0.797859521095579,-0.6630199192500617
-284290.031922165,6696286.37456484,62,2016-10-10 13:00:00+01:00,r8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9858,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-283539.24871601,6703423.75405929,63,2016-10-11 12:03:00+01:00,r11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9864,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,64,2016-11-07 09:45:00+00:00,r8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9868,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-283531.51717867,6702054.50822042,65,2016-11-07 10:10:00+00:00,r17,0,0,0,0,0,0,8.3,8.14,754.0,8.64,73.6,0.34,0.37,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9870,St Anne's Ferry,River Avon,0,0,-2.8830672004819307,-0.6630199192500617
-292611.743912547,6698558.06957563,66,2017-02-07 09:49:00+00:00,r4,0,0,0,0,0,0,6.9,8.85,650.0,11.69,96.3,0.0,0.32,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9887,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,67,2017-02-07 12:00:00+00:00,r8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9889,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-292611.743912547,6698558.06957563,68,2017-03-07 09:11:00+00:00,r4,0,0,0,0,0,0,7.0,8.91,823.0,9.95,82.2,0.027,0.4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9894,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-284290.031922165,6696286.37456484,69,2017-03-07 12:00:00+00:00,r8,0,0,0,0,0,0,0.0,0.0,0.0,12.94,0.0,0.116,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9896,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-292611.743912547,6698558.06957563,70,2017-04-18 10:30:00+01:00,r4,0,0,0,0,0,0,7.9,7.96,564.0,0.0,0.0,0.055,0.34,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9901,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-283531.578287656,6699580.08417292,71,2017-04-18 11:30:00+01:00,r9,24196,3873,0,0,0,0,9.6,8.31,761.0,0.0,0.0,0.374,0.37,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9904,Allison Road,Brislington Brook,24196,3873,0.6255634717659221,0.5513603937110442
-293739.717387744,6708986.08617117,72,2017-04-18 12:10:00+01:00,r3,2400,473,0,0,0,0,10.7,8.37,882.0,0.0,0.0,0.28,0.44,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9907,Coombe Dingle,Trym,2400,473,-0.17750314304888404,0.24257316672646775
-283531.578287656,6699580.08417292,73,2017-05-23 11:31:00+01:00,r9,21430,1450,0,0,0,0,13.9,8.72,763.0,9.1,88.2,0.504,0.38,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9911,Allison Road,Brislington Brook,21430,1450,0.58336870163424,0.4070179475896793
-283014.090955939,6707767.99615392,74,2017-05-23 09:58:00+01:00,r14,1090,630,0,0,0,0,13.4,8.59,756.0,9.86,94.6,0.0,0.37,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9923,Snuff Mills,Frome,1090,630,-0.4516837784372908,0.2846248048179049
-284290.031922165,6696286.37456484,75,2017-06-26 11:21:00+01:00,r8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9935,Lynet Way,Brislington Brook,0,0,-2.8830672004819307,-0.6630199192500617
-283539.24871601,6703423.75405929,76,2017-06-26 12:31:00+01:00,r11,0,0,0,0,0,0,19.7,8.5,419.7,8.71,95.4,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9937,St Georges Park,St Georges Park Lake,0,0,-2.8830672004819307,-0.6630199192500617
-293739.717387744,6708986.08617117,77,2017-06-26 11:10:00+01:00,r3,8570,960,0,0,0,0,14.2,7.86,852.0,9.33,91.2,0.0,0.42,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9942,Coombe Dingle,Trym,8570,960,0.26481273357924384,0.3464559536890912
-289404.082646524,6698090.88788672,78,2017-09-26 12:27:00+01:00,r7b,6380,200,0,0,0,0,14.1,7.45,943.0,6.61,64.5,0.0,0.47,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9952,Brixham Road,Malago,6380,200,0.1622511361362155,0.11647604749860917
-283531.578287656,6699580.08417292,79,2017-09-26 13:06:00+01:00,r9,48840,8860,0,0,0,0,15.0,7.79,701.0,9.9,98.3,0.333,0.34,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9953,Allison Road,Brislington Brook,48840,8860,0.8696947110822996,0.6729700682468451
-292611.743912547,6698558.06957563,80,2017-09-26 11:34:00+01:00,r4,0,0,0,0,0,0,14.0,7.0,972.0,7.25,70.6,0.062,0.48,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9954,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-290357.993490483,6709588.91754961,81,2017-09-27 11:11:00+01:00,r2a,48840,1090,0,0,0,0,14.5,7.68,801.0,7.89,77.5,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9961,Badock's Wood,Trym,48840,1090,0.8696947110822996,0.3651045138149019
-287282.372991888,6703047.90181443,82,2017-11-28 12:50:00+00:00,r14a,0,0,0,0,0,0,7.9,8.04,709.0,8.04,127.6,0.64,0.35,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9980,Wade Street,Frome,0,0,-2.8830672004819307,-0.6630199192500617
-293739.717387744,6708986.08617117,83,2018-01-16 12:17:00+00:00,r3,24196,4611,0,0,0,0,7.4,7.94,822.0,11.94,82.6,0.124,0.4,0,0.09,0.0,0.0692307692,0.0,0.0,0,0,0,0,0,9995,Coombe Dingle,Trym,24196,4611,0.6255634717659221,0.5769904227651124
-292611.743912547,6698558.06957563,84,2018-02-06 10:05:00+00:00,r4,0,0,0,0,0,0,5.0,7.73,1022.0,12.38,97.2,0.05,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9996,Silbury Road,Colliter's Brook,0,0,-2.8830672004819307,-0.6630199192500617
-289038.548901351,6699277.00705367,85,2018-03-20 10:58:00+00:00,r7a,0,0,0,0,0,0,7.7,8.04,994.0,8.05,67.6,0.145,0.49,0,0.159,0.0,0.1223076923,0.0,0.0,0,0,0,0,0,10004,Cotswold Road,Malago,0,0,-2.8830672004819307,-0.6630199192500617
-293739.717387744,6708986.08617117,86,2018-03-20 12:25:00+00:00,r3,12262,4564,0,0,0,0,9.1,8.23,895.0,9.83,85.5,0.159,0.44,0,0.08,0.0,0.0615384615,0.0,0.0,0,0,0,0,0,10009,Coombe Dingle,Trym,12262,4564,0.38932246011277993,0.5754848623264802
-289038.548901351,6699277.00705367,87,2018-04-19 11:14:00+01:00,r7a,0,0,0,0,0,0,10.8,8.05,875.0,11.12,100.6,0.05,0.43,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10011,Cotswold Road,Malago,0,0,-2.8830672004819307,-0.6630199192500617
-287282.372991888,6703047.90181443,88,2018-04-19 12:22:00+01:00,r14a,0,0,0,0,0,0,11.4,8.36,812.0,11.51,117.4,0.05,0.4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10015,Wade Street,Frome,0,0,-2.8830672004819307,-0.6630199192500617
-289404.082646524,6698090.88788672,89,2018-05-23 11:27:00+01:00,r7b,12262,870,0,0,0,0,12.9,8.19,943.0,8.94,85.0,0.0,0.47,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10019,Brixham Road,Malago,12262,870,0.38932246011277993,0.3320027522297663
-289038.548901351,6699277.00705367,90,2018-06-26 10:55:00+01:00,r7a,0,0,0,0,0,0,17.5,8.05,13.3,10.4,108.8,0.31,0.0,0,0.286,0.0,0.2199999999,0.0,0.0,0,0,0,0,0,10043,Cotswold Road,Malago,0,0,-2.8830672004819307,-0.6630199192500617
-290357.993490483,6709588.91754961,91,2018-06-27 10:47:00+01:00,r2a,48392,20924,0,0,0,0,15.8,8.34,725.0,9.17,9.17,0.0,0.36,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10049,Badock's Wood,Trym,48392,20924,0.8664916296708959,0.7992704029676035
